Date,GLD,SPY,TIP,IEF
2004-11-18,44.380001068115234,79.74527740478516,53.25224304199219,47.835487365722656
2004-11-19,44.779998779296875,78.85872650146484,53.105995178222656,47.573326110839844
2004-11-22,44.95000076293945,79.23484802246094,53.34303283691406,47.60681915283203
2004-11-23,44.75,79.35575103759766,53.24219512939453,47.56220626831055
2004-11-24,45.04999923706055,79.54377746582031,53.383384704589844,47.629150390625
2004-11-26,45.290000915527344,79.48332214355469,53.17155075073242,47.45623779296875
2004-11-29,45.400001525878906,79.12069702148438,52.92949676513672,47.17182922363281
2004-11-30,45.119998931884766,79.17440032958984,52.863948822021484,47.127193450927734
2004-12-01,45.380001068115234,80.0743179321289,52.77443313598633,47.11152648925781
2004-12-02,44.95000076293945,80.14147186279297,52.64801788330078,47.0052375793457
2004-12-03,45.599998474121094,80.0877456665039,53.092987060546875,47.47516632080078
2004-12-06,45.16999816894531,80.06092071533203,53.21941375732422,47.56468200683594
2004-12-07,45.11000061035156,79.3154296875,53.2396354675293,47.55907440185547
2004-12-08,44.0099983215332,79.77881622314453,53.60366439819336,47.911529541015625
2004-12-09,43.779998779296875,80.06092071533203,53.477264404296875,47.79964065551758
2004-12-10,43.439998626708984,80.14147186279297,53.39635467529297,47.872398376464844
2004-12-13,43.90999984741211,80.8399658203125,53.492454528808594,47.90593719482422
2004-12-14,43.54999923706055,81.12205505371094,53.5986442565918,47.989837646484375
2004-12-15,43.9900016784668,81.18248748779297,53.962703704833984,48.16328811645508
2004-12-16,43.68000030517578,81.1354751586914,53.62392807006836,47.794044494628906
2004-12-17,44.189998626708984,80.59430694580078,53.67448043823242,47.73251724243164
2004-12-20,44.34000015258789,80.61454010009766,53.79583740234375,47.78847122192383
2004-12-21,44.220001220703125,81.23533630371094,54.10930633544922,47.85558319091797
2004-12-22,44.02000045776367,81.43101501464844,53.876792907714844,47.80525588989258
2004-12-23,44.27000045776367,81.49171447753906,53.962703704833984,47.743709564208984
2004-12-27,44.47999954223633,81.32308197021484,53.79079818725586,47.54228591918945
2004-12-28,44.369998931884766,81.76838684082031,53.69474411010742,47.5367317199707
2004-12-29,43.65999984741211,81.88984680175781,53.5632438659668,47.44157791137695
2004-12-30,43.83000183105469,81.73469543457031,53.704803466796875,47.620601654052734
2004-12-31,43.79999923706055,81.55921173095703,53.79380798339844,47.67726135253906
2005-01-03,43.02000045776367,81.17460632324219,53.77853775024414,47.772708892822266
2005-01-04,42.7400016784668,80.18270874023438,53.40739059448242,47.475242614746094
2005-01-05,42.66999816894531,79.62939453125,53.3464241027832,47.5538444519043
2005-01-06,42.150001525878906,80.03424072265625,53.43279266357422,47.5987434387207
2005-01-07,41.84000015258789,79.91954040527344,53.29554748535156,47.55945587158203
2005-01-10,41.95000076293945,80.29740905761719,53.331153869628906,47.5538444519043
2005-01-11,42.209999084472656,79.74409484863281,53.38198471069336,47.64919662475586
2005-01-12,42.599998474121094,80.00724792480469,53.57010269165039,47.72220993041992
2005-01-13,42.599998474121094,79.3662338256836,53.70736312866211,47.913021087646484
2005-01-14,42.31999969482422,79.78459167480469,53.71244430541992,47.88496017456055
2005-01-18,42.31999969482422,80.61454010009766,53.71244430541992,47.86814880371094
2005-01-19,42.2599983215332,79.7711181640625,53.66159439086914,47.89618682861328
2005-01-20,42.25,79.28526306152344,53.687015533447266,47.9803581237793
2005-01-21,42.7400016784668,78.7994155883789,53.7632942199707,48.075801849365234
2005-01-24,42.77000045776367,78.64421081542969,53.85480499267578,48.0701904296875
2005-01-25,42.2400016784668,78.86689758300781,53.50909423828125,47.890602111816406
2005-01-26,42.689998626708984,79.1030502319336,53.57517623901367,47.90182113647461
2005-01-27,42.619998931884766,79.2380142211914,53.55995178222656,47.828857421875
2005-01-28,42.689998626708984,79.2380142211914,53.768367767333984,48.075801849365234
2005-01-31,42.220001220703125,79.7305908203125,53.798885345458984,48.09263610839844
2005-02-01,42.099998474121094,80.23667907714844,53.70821762084961,48.05937957763672
2005-02-02,42.15999984741211,80.4795913696289,53.616580963134766,48.06503677368164
2005-02-03,41.68000030517578,80.27039337158203,53.52494430541992,47.98624038696289
2005-02-04,41.470001220703125,81.12738037109375,53.87120056152344,48.23394012451172
2005-02-07,41.27000045776367,81.01939392089844,54.04941177368164,48.329627990722656
2005-02-08,41.2599983215332,81.11389923095703,54.31413269042969,48.37466049194336
2005-02-09,41.310001373291016,80.50658416748047,54.60947036743164,48.61111068725586
2005-02-10,41.75,80.79673767089844,54.293800354003906,48.307098388671875
2005-02-11,42.08000183105469,81.49171447753906,54.319278717041016,48.24518966674805
2005-02-14,42.54999923706055,81.43101501464844,54.52290344238281,48.307098388671875
2005-02-15,42.58000183105469,81.73469543457031,54.23778533935547,48.23394012451172
2005-02-16,42.52000045776367,81.78862762451172,54.095211029052734,48.05937957763672
2005-02-17,42.72999954223633,81.12738037109375,54.02896499633789,47.952423095703125
2005-02-18,42.75,81.23533630371094,53.9730224609375,47.710384368896484
2005-02-22,43.56999969482422,80.0274887084961,53.82024002075195,47.71602249145508
2005-02-23,43.41999816894531,80.60101318359375,53.9373779296875,47.755409240722656
2005-02-24,43.33000183105469,81.13412475585938,53.82024002075195,47.676612854003906
2005-02-25,43.5,81.93708038330078,53.7947998046875,47.74415969848633
2005-02-28,43.529998779296875,81.39729309082031,53.51472854614258,47.43452072143555
2005-03-01,43.220001220703125,81.80213928222656,53.54016876220703,47.435081481933594
2005-03-02,43.25,81.76162719726562,53.601341247558594,47.429443359375
2005-03-03,42.970001220703125,81.79541015625,53.677696228027344,47.40121841430664
2005-03-04,43.380001068115234,82.81429290771484,53.89662551879883,47.61570739746094
2005-03-07,43.470001220703125,82.85477447509766,54.04941177368164,47.62701416015625
2005-03-08,44.029998779296875,82.5444107055664,53.906822204589844,47.40121841430664
2005-03-09,44.02000045776367,81.62670135498047,53.545326232910156,47.039947509765625
2005-03-10,44.20000076293945,81.80887603759766,53.438392639160156,47.124610900878906
2005-03-11,44.43000030517578,81.23533630371094,53.20924377441406,46.92706298828125
2005-03-14,44.029998779296875,81.74140167236328,53.31106185913086,47.039947509765625
2005-03-15,44.060001373291016,81.06665802001953,53.23978042602539,46.949615478515625
2005-03-16,44.310001373291016,80.37834930419922,53.438392639160156,47.056884765625
2005-03-17,43.81999969482422,80.54029083251953,53.62675094604492,47.23751449584961
2005-03-18,43.88999938964844,80.30123138427734,53.545326232910156,47.118980407714844
2005-03-21,43.09000015258789,80.00310516357422,53.44854736328125,47.0625
2005-03-22,42.650001525878906,79.19024658203125,53.09212112426758,46.71816635131836
2005-03-23,42.41999816894531,79.25798034667969,52.92919158935547,46.825443267822266
2005-03-24,42.38999938964844,79.3528060913086,53.10738754272461,46.86496353149414
2005-03-28,42.540000915527344,79.46797180175781,52.88335418701172,46.712493896484375
2005-03-29,42.560001373291016,78.93960571289062,53.02592849731445,46.90449142456055
2005-03-30,42.61000061035156,80.05731964111328,53.23978042602539,47.01172637939453
2005-03-31,42.81999969482422,79.90831756591797,53.63182830810547,47.243167877197266
2005-04-01,42.619998931884766,79.54928588867188,53.70180892944336,47.33890151977539
2005-04-04,42.400001525878906,79.6847152709961,53.75798416137695,47.316219329833984
2005-04-05,42.45000076293945,80.06407928466797,53.61501693725586,47.3218879699707
2005-04-06,42.630001068115234,80.34183502197266,53.6456298828125,47.46349334716797
2005-04-07,42.56999969482422,80.77537536621094,53.436302185058594,47.28220748901367
2005-04-08,42.689998626708984,79.93536376953125,53.48731994628906,47.333221435546875
2005-04-11,42.779998779296875,79.99629974365234,53.63029861450195,47.47477722167969
2005-04-12,42.84000015258789,80.40959930419922,53.921382904052734,47.72401809692383
2005-04-13,42.900001525878906,79.461181640625,53.870304107666016,47.74668502807617
2005-04-14,42.310001373291016,78.42474365234375,53.97243881225586,47.87129592895508
2005-04-15,42.400001525878906,77.32731628417969,54.27881622314453,48.18278503417969
